90	What is the study of whales called?	Cetology	12
	189	0.70930	What is the scientific study of whales called?	cetology?		
	183	0.33610	How dangerous is whaling?	Whaling was one of the most dangerous occupations of the 19th century	52	
	182	0.33610	What do whales eat?	Plankton and other brit		
	 56	0.29122	What does Pip do the first time he goes out whaling and a whale bumps the bottom of the boat?	Jumps out in fear		
	  0	0.26056	According to Fedallah, why should you hang a sperm whale's head on one side of a ship and a right whale's on the other?	Your boat won't capsize	94	
	 12	0.26056	For what were whales primarily hunted?	Oil	98	

91	What is the term for a whale that has already been harpooned or marked by the crew of a specific ship?	Fast-fish	
	200	0.20608	What happened to the whaling ship called The Essex?	It was attacked and sunk by a sperm whale, inspiring Melville's story 		
	184	0.20608	What is it called when two or more whale ships meet at sea?	  A "gam"	72	
	170	0.17857	Why are whaling ships always well-lit?	Free access to oil		
	  0	0.17379	According to Fedallah, why should you hang a sperm whale's head on one side of a ship and a right whale's on the other?	Your boat won't capsize	94	
	 40	0.15976	What do the crew find in an old, blind, growth-covered whale that they kill?	A stone harpoon head	59	
	 59	0.15976	What does the crew look for to indicate the presence of a whale?	Spouts	48	

92	What keeps Ishmael afloat after the Pequod sinks?	A coffin	128
	 17	0.41121	How does the Pequod sink?	She is rammed by Moby Dick. 	92	
	147	0.37998	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	 76	0.37998	What is the Pequod named after?	An extinct Massachusetts Indian tribe		
	164	0.37998	Who owns the Pequod?	Bildad and Peleg	135	
	128	0.33610	Which characters survive the Pequod's sinking?	Only Ishmael		
	179	0.22029	With what is the Pequod adorned?	Sperm whale teeth	18	

93	What mainland city does Ishmael, the book's narrator, ship out from?	New Bedford	122
	190	0.30413	How does the ship Rachel figure in Ishmael's story?	She rescues him in the end.	88	
	122	0.30413	Where does Ishmael want to go to find a berth on a whaling ship?	Nantucket		
	147	0.27894	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	 35	0.27520	To what does Ishmael liken the experience of shipping aboard a whaler?	Committing suicide	122	
	 22	0.20614	In what state does Ishmael meet Queequeg?	Massachusetts	4	
	 50	0.20614	What does Ishmael claim is the most famous part of a whale?	Its tail	175	

94	What real ship, attacked and sunk by a sperm whale, inspired Melville's story?	The Essex	
	 87	0.35548	What is the name of the ship in the story?	The Pequod		
	  0	0.24565	According to Fedallah, why should you hang a sperm whale's head on one side of a ship and a right whale's on the other?	Your boat won't capsize	94	
	200	0.20608	What happened to the whaling ship called The Essex?	It was attacked and sunk by a sperm whale, inspiring Melville's story 		
	184	0.20608	What is it called when two or more whale ships meet at sea?	  A "gam"	72	
	101	0.20199	What was the name of the whaling ship on which Melville spent 18 months between 1841 and 1842?	Achusnet		
	102	0.17857	What was the sperm whale most highly prized for?	Spermaceti and sperm oil, used as lamp oil, among other uses		

95	What religion are the owners of the ship?	Quakers	164
	  7	0.26056	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	 80	0.26056	What is the name of Ahab's ship?	The Pequod		
	 87	0.26056	What is the name of the ship in the story?	The Pequod		
	200	0.17078	What happened to the whaling ship called The Essex?	It was attacked and sunk by a sperm whale, inspiring Melville's story 		
	184	0.17078	What is it called when two or more whale ships meet at sea?	  A "gam"	72	
	196	0.15064	What religion do Peleg, Bildad, and Starbuck share?	Quakerism		

96	What religious sect do Peleg and Bildad belong to?	Quakers	
	135	0.33518	Who is Bildad?	The other co-owner of the ship Pequod. He is the exact opposite of Captain Peleg; he is cool in temperament, religious, and shrewd.  Bildad and Peleg hire the crew.		
	196	0.25233	What religion do Peleg, Bildad, and Starbuck share?	Quakerism		
	139	0.19431	Who is Captain Peleg?	Retired whaleman of Nantucket.  Former chief-mate and later co-owner of the ship Pequod. He is an imposing, short- tempered, and foul-mouthed man.  Bildad and Peleg hire the crew.		
	129	0.11234	Which member of the crew is a religious Christian man?	Starbuck		

97	What shape does the ship's carpenter make Quequeeq's coffin?	A canoe	
	190	0.18443	How does the ship Rachel figure in Ishmael's story?	She rescues him in the end.	88	
	122	0.18443	Where does Ishmael want to go to find a berth on a whaling ship?	Nantucket		
	 35	0.16840	To what does Ishmael liken the experience of shipping aboard a whaler?	Committing suicide	122	
	 93	0.16840	What mainland city does Ishmael, the book's narrator, ship out from?	New Bedford	122	
	  7	0.16171	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	151	0.16171	Who is Peter Coffin?	The deathly-named innkeeper of the Spouter Inn at New Bedford.		

98	What type of whale are they hunting?	Sperm whales	12
	 12	0.50310	For what were whales primarily hunted?	Oil	98	
	132	0.31878	Who are the "five dusky phantoms" that appear when the first whale hunt begins?	Ahab's secret whaling crew	189	
	 25	0.29107	Ishmael reflects that traveling around the world to hunt whales really amounts to what?	Going in circles	12	
	 52	0.29107	What does Ishmael decide he needs to do after seeing how dangerous a whale hunt can be?	Rewrite his will	183	
	119	0.29107	When the crew first hunt a whale, what nearly crushes Queequeg's boat?	The ship		
	183	0.26056	How dangerous is whaling?	Whaling was one of the most dangerous occupations of the 19th century	52	

99	What was Ahab using to attack Moby Dick when he lost his leg?	A knife	
	 65	0.38756	What happens to Ahab's fake leg during his fight with Moby Dick?	It's snapped off	99	
	125	0.38082	Which body part has Ahab lost to Moby Dick?	His leg		
	149	0.35548	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	 42	0.29411	What does Ahab nail to the ship's mast to motivate his crew in his quest for Moby Dick?	A gold coin	106	
	106	0.28825	When Ahab insists on climbing the mast to be the first to see Moby Dick, what happens to his hat?	A hawk steals it		
	 13	0.25214	From what is Ahab's false leg made?	A whale's jawbone	68	

100	What was Queequeg on his home island?	A prince	153
	 83	0.35630	What is the name of Queequeg's native island?	Kokovoko	30	
	 30	0.35630	Queequeg is a native of what island?	Kokovoko	83	
	153	0.33518	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner. Despite his religion and customs, he is able to develop a bond with Ishmael. Queequeg accompanies Ishmael on the whaling voyage to the Pacific and dies when the ship sinks.		
	  4	0.25958	According to Peter Coffin, what is Queequeg out doing when Ishmael learns that Queequeg will be his roommate?	Selling shrunken heads	100	
	 57	0.20614	What does Queequeg do when the bumpkin that was mocking him falls into the ocean?	Dives in after him		
	  5	0.17857	After his father's death, where was thirteen-year-old Herman Melville forced to find work?	At a bank	20	

101	What was the name of the whaling ship on which Melville spent 18 months between 1841 and 1842?	Achusnet	
	130	0.20608	Which was the first team to kill a whale?	Stubb and Tashtego		
	200	0.20608	What happened to the whaling ship called The Essex?	It was attacked and sunk by a sperm whale, inspiring Melville's story 		
	184	0.20608	What is it called when two or more whale ships meet at sea?	  A "gam"	72	
	 94	0.20199	What real ship, attacked and sunk by a sperm whale, inspired Melville's story?	The Essex		
	102	0.17857	What was the sperm whale most highly prized for?	Spermaceti and sperm oil, used as lamp oil, among other uses		
	170	0.17857	Why are whaling ships always well-lit?	Free access to oil		

102	What was the sperm whale most highly prized for?	Spermaceti and sperm oil, used as lamp oil, among other uses	
	130	0.29122	Which was the first team to kill a whale?	Stubb and Tashtego		
	  0	0.24558	According to Fedallah, why should you hang a sperm whale's head on one side of a ship and a right whale's on the other?	Your boat won't capsize	94	
	 24	0.22327	Ishmael likens the right whale to a stoic philosopher and the sperm whale to what other kind of philosopher? 	Platonic	0	
	182	0.19431	What do whales eat?	Plankton and other brit		
	183	0.19431	How dangerous is whaling?	Whaling was one of the most dangerous occupations of the 19th century	52	
	 90	0.19431	What is the study of whales called?	Cetology	12	

103	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool	
	 41	0.38077	What does Ahab carry in his pocket?	Vial of Nantucket sand	103	
	198	0.38077	With what does Starbuck consider killing Ahab?	Musket		
	 42	0.34058	What does Ahab nail to the ship's mast to motivate his crew in his quest for Moby Dick?	A gold coin	106	
	112	0.32249	When Starbuck confronts Ahab about leaking oil barrels that are costing the crew profit, how does Ahab respond?	Points a gun at Starbuck		
	120	0.30405	When the crew takes a break from whale-processing, who does Ahab go on deck to talk to?	The whale's severed head		
	  7	0.27461	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	

104	When Ahab bursts into fits of near-mad shrieking, what does Ishmael think is the cause?	His soul attempting escape	
	175	0.26056	Why does Ishmael think whales are so mysterious?	They're always mostly hidden	174	
	147	0.24396	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	 54	0.23577	What does Ishmael think men and animals should be judged on, rather than their brains?	Their spines		
	 38	0.21693	What color does Ishmael think is horrible, unnatural and threatening when on an animal?	White	175	
	173	0.21693	Why does Ishmael think that he doesn't keep a very good watch?	He daydreams too much	194	
	174	0.21693	Why does Ishmael think that the natural dangers of the sea are so insidious?	So much is hidden	175	

105	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes	
	 79	0.46510	What is the name of Ahab's harpooner?	Fedallah		
	125	0.40840	Which body part has Ahab lost to Moby Dick?	His leg		
	 43	0.36551	What does Ahab promise to the first man who spots Moby Dick?	A gold doubloon	42	
	107	0.36551	When Ahab realizes that Moby Dick is now chasing him, what does he say?	That's bad		
	149	0.29032	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	 37	0.26964	What causes Ahab's harpoon to flicker with fire?	Atmospheric static	105	

106	When Ahab insists on climbing the mast to be the first to see Moby Dick, what happens to his hat?	A hawk steals it	
	 65	0.38756	What happens to Ahab's fake leg during his fight with Moby Dick?	It's snapped off	99	
	 42	0.37491	What does Ahab nail to the ship's mast to motivate his crew in his quest for Moby Dick?	A gold coin	106	
	149	0.35548	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	 99	0.28825	What was Ahab using to attack Moby Dick when he lost his leg?	A knife		
	125	0.26056	Which body part has Ahab lost to Moby Dick?	His leg		
	 43	0.23577	What does Ahab promise to the first man who spots Moby Dick?	A gold doubloon	42	

107	When Ahab realizes that Moby Dick is now chasing him, what does he say?	That's bad	
	149	0.41036	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	 43	0.40298	What does Ahab promise to the first man who spots Moby Dick?	A gold doubloon	42	
	105	0.36551	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes		
	108	0.30413	When Ahab realizes that smoking no longer soothes him, what does he do?	Throws his pipe overboard		
	125	0.30413	Which body part has Ahab lost to Moby Dick?	His leg		
	 42	0.26050	What does Ahab nail to the ship's mast to motivate his crew in his quest for Moby Dick?	A gold coin	106	

108	When Ahab realizes that smoking no longer soothes him, what does he do?	Throws his pipe overboard	
	107	0.30413	When Ahab realizes that Moby Dick is now chasing him, what does he say?	That's bad		
	103	0.23225	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool		
	 41	0.22576	What does Ahab carry in his pocket?	Vial of Nantucket sand	103	
	 62	0.22576	What does the scar on Ahab's cheek resemble?	A lightning bolt	192	
	198	0.22576	With what does Starbuck consider killing Ahab?	Musket		
	105	0.20903	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes		

109	When Daggoo and a Spanish sailor start to fight, what stops them?	A storm	
	140	0.30322	Who is Daggoo?	Third harpooner on the Pequod; described as 'a gigantic, coal-black negro-savage'	109	
	 65	0.07397	What happens to Ahab's fake leg during his fight with Moby Dick?	It's snapped off	99	
	 20	0.07397	How old was Herman Melville when he made his first sea voyage as a merchant sailor?	19	5	

110	When Queequeg decorates the coffin that he'd had made, what does he use for the decoration?	His own tattoos	
	 18	0.31126	How is the Pequod decorated?	With whale bones	179	
	 16	0.25214	How does Queequeg shave?	With a harpoon	178	
	178	0.25214	With what does Queequeg sleep?	His harpoon	16	
	153	0.24396	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner. Despite his religion and customs, he is able to develop a bond with Ishmael. Queequeg accompanies Ishmael on the whaling voyage to the Pacific and dies when the ship sinks.		
	111	0.20608	When Queequeg falls ill, what does he do?	Have his coffin made		
	  4	0.18369	According to Peter Coffin, what is Queequeg out doing when Ishmael learns that Queequeg will be his roommate?	Selling shrunken heads	100	

111	When Queequeg falls ill, what does he do?	Have his coffin made	
	 16	0.41121	How does Queequeg shave?	With a harpoon	178	
	178	0.41121	With what does Queequeg sleep?	His harpoon	16	
	 57	0.40735	What does Queequeg do when the bumpkin that was mocking him falls into the ocean?	Dives in after him		
	153	0.37998	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner. Despite his religion and customs, he is able to develop a bond with Ishmael. Queequeg accompanies Ishmael on the whaling voyage to the Pacific and dies when the ship sinks.		
	 22	0.29122	In what state does Ishmael meet Queequeg?	Massachusetts	4	
	 15	0.23790	How does Queequeg impress the men hiring the crew for the Pequod?	Harpooning a tiny target	16	

112	When Starbuck confronts Ahab about leaking oil barrels that are costing the crew profit, how does Ahab respond?	Points a gun at Starbuck	
	198	0.32493	With what does Starbuck consider killing Ahab?	Musket		
	103	0.32249	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool		
	120	0.25946	When the crew takes a break from whale-processing, who does Ahab go on deck to talk to?	The whale's severed head		
	  7	0.23790	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	 79	0.23790	What is the name of Ahab's harpooner?	Fedallah		
	 80	0.23790	What is the name of Ahab's ship?	The Pequod		

113	When Starbuck sees a row of muskets, what does he consider doing?	Killing Ahab	
	198	0.43161	With what does Starbuck consider killing Ahab?	Musket		
	155	0.33518	Who is Starbuck?	A Quaker from Nantucket who serves as the first mate to the captain on the Pequod. He is an intelligent and brave officer who lives his life by Christian principles.		
	103	0.15974	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool		
	178	0.15064	With what does Queequeg sleep?	His harpoon	16	
	 16	0.15064	How does Queequeg shave?	With a harpoon	178	
	 17	0.15064	How does the Pequod sink?	She is rammed by Moby Dick. 	92	

114	When Tashtego nearly drowns, what is he trapped in?	A whale's head	
	158	0.37998	Who is Tashtego?	Stubb's harpooner; craves rum	165	
	165	0.10599	Who rescues Tashtego when he falls overboard inside the whale's head?	Queequeg		
	119	0.10599	When the crew first hunt a whale, what nearly crushes Queequeg's boat?	The ship		
	 10	0.08769	Before the Pequod had even left Nantucket, Ahab's fake leg had twisted around and very nearly done what?	Pierced his groin	13	

115	When does the Pequod set sail?	Christmas Day	
	 17	0.41121	How does the Pequod sink?	She is rammed by Moby Dick. 	92	
	 76	0.37998	What is the Pequod named after?	An extinct Massachusetts Indian tribe		
	164	0.37998	Who owns the Pequod?	Bildad and Peleg	135	
	 58	0.26056	What does the Delight drop into the water as the Pequod passes by?	A dead body		
	 15	0.23790	How does Queequeg impress the men hiring the crew for the Pequod?	Harpooning a tiny target	16	
	179	0.22029	With what is the Pequod adorned?	Sperm whale teeth	18	

116	When preparing to process the first dead whale, how does Queequeg almost loose his hand?	A dead shark's teeth	
	 16	0.25214	How does Queequeg shave?	With a harpoon	178	
	178	0.25214	With what does Queequeg sleep?	His harpoon	16	
	153	0.24396	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner. Despite his religion and customs, he is able to develop a bond with Ishmael. Queequeg accompanies Ishmael on the whaling voyage to the Pacific and dies when the ship sinks.		
	111	0.20608	When Queequeg falls ill, what does he do?	Have his coffin made		
	 56	0.19551	What does Pip do the first time he goes out whaling and a whale bumps the bottom of the boat?	Jumps out in fear		
	  4	0.18369	According to Peter Coffin, what is Queequeg out doing when Ishmael learns that Queequeg will be his roommate?	Selling shrunken heads	100	

117	When the Pequod meets other sips, what is Ahab's only interest?	Information about Moby Dick	
	 76	0.33518	What is the Pequod named after?	An extinct Massachusetts Indian tribe		
	164	0.33518	Who owns the Pequod?	Bildad and Peleg	135	
	  7	0.19431	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	137	0.19431	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	
	 79	0.19431	What is the name of Ahab's harpooner?	Fedallah		
	 80	0.19431	What is the name of Ahab's ship?	The Pequod		

118	When the crew encounter the crazed prophet Gabriel, what does Gabriel prophesize as Ahab's fate?	Dead and down there	
	146	0.44944	Who is Gabriel?	The self-styled prophet on the ship, Jeroboam. He believes himself to be the incarnation of the Shaker God and influences all the crewmembers on board. He warns them of the White Whale.		
	 47	0.22029	What does Fedallah prophesize will kill Captain Ahab?	Hemp	44	
	120	0.19933	When the crew takes a break from whale-processing, who does Ahab go on deck to talk to?	The whale's severed head		
	112	0.18793	When Starbuck confronts Ahab about leaking oil barrels that are costing the crew profit, how does Ahab respond?	Points a gun at Starbuck		
	103	0.15669	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool		
	 41	0.15231	What does Ahab carry in his pocket?	Vial of Nantucket sand	103	

119	When the crew first hunt a whale, what nearly crushes Queequeg's boat?	The ship	
	 12	0.29107	For what were whales primarily hunted?	Oil	98	
	 98	0.29107	What type of whale are they hunting?	Sperm whales	12	
	153	0.27894	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner. Despite his religion and customs, he is able to develop a bond with Ishmael. Queequeg accompanies Ishmael on the whaling voyage to the Pacific and dies when the ship sinks.		
	 56	0.22569	What does Pip do the first time he goes out whaling and a whale bumps the bottom of the boat?	Jumps out in fear		
	 40	0.18443	What do the crew find in an old, blind, growth-covered whale that they kill?	A stone harpoon head	59	
	 59	0.18443	What does the crew look for to indicate the presence of a whale?	Spouts	48	

120	When the crew takes a break from whale-processing, who does Ahab go on deck to talk to?	The whale's severed head	
	103	0.30405	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool		
	112	0.25946	When Starbuck confronts Ahab about leaking oil barrels that are costing the crew profit, how does Ahab respond?	Points a gun at Starbuck		
	 41	0.20614	What does Ahab carry in his pocket?	Vial of Nantucket sand	103	
	 62	0.20614	What does the scar on Ahab's cheek resemble?	A lightning bolt	192	
	198	0.20614	With what does Starbuck consider killing Ahab?	Musket		
	118	0.19933	When the crew encounter the crazed prophet Gabriel, what does Gabriel prophesize as Ahab's fate?	Dead and down there		

121	Where does Ishmael keep a record of whale dimensions that he measured from a skeleton in Tranque?	Tattooed on his arm	
	 50	0.31711	What does Ishmael claim is the most famous part of a whale?	Its tail	175	
	122	0.27983	Where does Ishmael want to go to find a berth on a whaling ship?	Nantucket		
	175	0.27983	Why does Ishmael think whales are so mysterious?	They're always mostly hidden	174	
	147	0.25970	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	 52	0.25321	What does Ishmael decide he needs to do after seeing how dangerous a whale hunt can be?	Rewrite his will	183	
	 49	0.23298	What does Ishmael claim is the major difference between male and female whales?	Males abandon injured comrades	50	

122	Where does Ishmael want to go to find a berth on a whaling ship?	Nantucket	
	 50	0.38087	What does Ishmael claim is the most famous part of a whale?	Its tail	175	
	175	0.33610	Why does Ishmael think whales are so mysterious?	They're always mostly hidden	174	
	190	0.33610	How does the ship Rachel figure in Ishmael's story?	She rescues him in the end.	88	
	 35	0.30413	To what does Ishmael liken the experience of shipping aboard a whaler?	Committing suicide	122	
	 52	0.30413	What does Ishmael decide he needs to do after seeing how dangerous a whale hunt can be?	Rewrite his will	183	
	 93	0.30413	What mainland city does Ishmael, the book's narrator, ship out from?	New Bedford	122	

123	Which American literary figure, to whom Moby Dick was dedicated, influenced Melville's writing?	Nathaniel Hawthorne?	188
	188	0.41100	To whom did Melville dedicate Moby Dick?	Nathaniel Hawthorne	123	
	149	0.33518	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	 64	0.19431	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale	149	
	199	0.19431	Who are the Quaker characters in Moby Dick?	Starbuck, Peleg, and Bildad		
	 78	0.19431	What is the famous first line of Moby Dick?	Call me Ishmael.		
	 99	0.18977	What was Ahab using to attack Moby Dick when he lost his leg?	A knife		

124	Which biblical figure is the focus of Father Mapple's sermon?	Jonah	
	 77	0.45027	What is the biblical subject of Father Mapple's sermon at the Whaleman's Chapel?	Jonah		
	163	0.45018	Who is the subject of Father Mapple's sermon?	Jonah	77	
	142	0.44944	Who is Father Mapple?	The chaplain (in New Bedford) who gives a moving sermon based on the Biblical story of Jonah and the whale in the Whalemen's chapel.	163	
	190	0.09194	How does the ship Rachel figure in Ishmael's story?	She rescues him in the end.	88	
	  5	0.07397	After his father's death, where was thirteen-year-old Herman Melville forced to find work?	At a bank	20	
	123	0.06997	Which American literary figure, to whom Moby Dick was dedicated, influenced Melville's writing?	Nathaniel Hawthorne?	188	

125	Which body part has Ahab lost to Moby Dick?	His leg	
	149	0.44944	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	105	0.40840	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes		
	 99	0.38082	What was Ahab using to attack Moby Dick when he lost his leg?	A knife		
	 43	0.30413	What does Ahab promise to the first man who spots Moby Dick?	A gold doubloon	42	
	107	0.30413	When Ahab realizes that Moby Dick is now chasing him, what does he say?	That's bad		
	 64	0.26056	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale	149	

126	Which character falls overboard and goes insane as a result?	Pip	
	133	0.20199	Who goes insane after being left alone adrift at sea?	Pip		
	165	0.18443	Who rescues Tashtego when he falls overboard inside the whale's head?	Queequeg		
	128	0.11522	Which characters survive the Pequod's sinking?	Only Ishmael		
	 60	0.11522	Which two characters consider shooting each the other with guns?	Ahab and Starbuck		
	199	0.11522	Who are the Quaker characters in Moby Dick?	Starbuck, Peleg, and Bildad		
	111	0.11522	When Queequeg falls ill, what does he do?	Have his coffin made		

127	Which character is often seen as an allegorical representation of God?	Moby Dick	
	128	0.12736	Which characters survive the Pequod's sinking?	Only Ishmael		
	 60	0.12736	Which two characters consider shooting each the other with guns?	Ahab and Starbuck		
	199	0.12736	Who are the Quaker characters in Moby Dick?	Starbuck, Peleg, and Bildad		
	126	0.10163	Which character falls overboard and goes insane as a result?	Pip		

128	Which characters survive the Pequod's sinking?	Only Ishmael	
	 17	0.41121	How does the Pequod sink?	She is rammed by Moby Dick. 	92	
	 76	0.37998	What is the Pequod named after?	An extinct Massachusetts Indian tribe		
	164	0.37998	Who owns the Pequod?	Bildad and Peleg	135	
	 92	0.33610	What keeps Ishmael afloat after the Pequod sinks?	A coffin	128	
	 19	0.23790	How many of the Pequod's crew survive their encounter with Moby Dick?	One	128	
	 36	0.22029	What are the mates' names on the Pequod?	Starbuck, Stubbs, Flask	162	

129	Which member of the crew is a religious Christian man?	Starbuck	
	 96	0.11234	What religious sect do Peleg and Bildad belong to?	Quakers		
	 40	0.10163	What do the crew find in an old, blind, growth-covered whale that they kill?	A stone harpoon head	59	
	 59	0.10163	What does the crew look for to indicate the presence of a whale?	Spouts	48	
	119	0.09349	When the crew first hunt a whale, what nearly crushes Queequeg's boat?	The ship		
	 43	0.09349	What does Ahab promise to the first man who spots Moby Dick?	A gold doubloon	42	
	 15	0.09349	How does Queequeg impress the men hiring the crew for the Pequod?	Harpooning a tiny target	16	

130	Which was the first team to kill a whale?	Stubb and Tashtego	
	102	0.29122	What was the sperm whale most highly prized for?	Spermaceti and sperm oil, used as lamp oil, among other uses		
	 40	0.26056	What do the crew find in an old, blind, growth-covered whale that they kill?	A stone harpoon head	59	
	182	0.22029	What do whales eat?	Plankton and other brit		
	183	0.22029	How dangerous is whaling?	Whaling was one of the most dangerous occupations of the 19th century	52	
	 90	0.22029	What is the study of whales called?	Cetology	12	
	101	0.20608	What was the name of the whaling ship on which Melville spent 18 months between 1841 and 1842?	Achusnet		

131	Who are Ahab's mates?	Starbuck, Stubbs, Flask	
	 33	0.57974	The name of the First Mate is?	Starbuck	85	
	193	0.57974	Who is the third mate?	Flask	85	
	 85	0.57974	What is the name of the Third Mate?	Flask	193	
	  7	0.33610	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	 36	0.33610	What are the mates' names on the Pequod?	Starbuck, Stubbs, Flask	162	
	137	0.33610	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	

132	Who are the "five dusky phantoms" that appear when the first whale hunt begins?	Ahab's secret whaling crew	189
	 12	0.31878	For what were whales primarily hunted?	Oil	98	
	 98	0.31878	What type of whale are they hunting?	Sperm whales	12	
	 25	0.18443	Ishmael reflects that traveling around the world to hunt whales really amounts to what?	Going in circles	12	
	 52	0.18443	What does Ishmael decide he needs to do after seeing how dangerous a whale hunt can be?	Rewrite his will	183	
	119	0.18443	When the crew first hunt a whale, what nearly crushes Queequeg's boat?	The ship		
	183	0.17579	How dangerous is whaling?	Whaling was one of the most dangerous occupations of the 19th century	52	

133	Who goes insane after being left alone adrift at sea?	Pip	
	126	0.20199	Which character falls overboard and goes insane as a result?	Pip		
	184	0.11522	What is it called when two or more whale ships meet at sea?	  A "gam"	72	
	174	0.07874	Why does Ishmael think that the natural dangers of the sea are so insidious?	So much is hidden	175	
	 20	0.07397	How old was Herman Melville when he made his first sea voyage as a merchant sailor?	19	5	
	 56	0.06997	What does Pip do the first time he goes out whaling and a whale bumps the bottom of the boat?	Jumps out in fear		
	 10	0.06997	Before the Pequod had even left Nantucket, Ahab's fake leg had twisted around and very nearly done what?	Pierced his groin	13	

134	Who is Ahab's personal harpooner and spiritual guide?	Fedallah	
	 79	0.50233	What is the name of Ahab's harpooner?	Fedallah		
	 37	0.29122	What causes Ahab's harpoon to flicker with fire?	Atmospheric static	105	
	105	0.23363	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes		
	131	0.19431	Who are Ahab's mates?	Starbuck, Stubbs, Flask		
	  7	0.19431	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	137	0.19431	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	

135	Who is Bildad?	The other co-owner of the ship Pequod. He is the exact opposite of Captain Peleg; he is cool in temperament, religious, and shrewd.  Bildad and Peleg hire the crew.	
	 96	0.33518	What religious sect do Peleg and Bildad belong to?	Quakers		
	196	0.33518	What religion do Peleg, Bildad, and Starbuck share?	Quakerism		

136	Who is Bulkington?	A quiet but dangerous sailor, whom Ishmael sees for the first time in the Spouter Inn. Later, Bulkington is Ishmael's shipmate on the whaling voyage.	

137	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68
